tags,ave_area,x_min,median_aspect_ratio,max_aspect_ratio,publish_time,title,PWN,orientable,num_geometric_degenerated_faces,max_dihedral_angle,category,p25_aspect_ratio,num_complanar_intersecting_faces,total_area,ave_dihedral_angle,num_connected_components,p95_dihedral_angle,vertex_manifold,median_valance,license,max_valance,median_dihedral_angle,num_vertices,min_valance,stl_file,min_aspect_ratio,euler_characteristic,z_max,num_boundary_edges,x_max,thing_id,num_combinatorial_degenerated_faces,y_min,p25_area,p25_dihedral_angle,p75_aspect_ratio,p95_aspect_ratio,p90_area,edge_manifold,y_max,p90_aspect_ratio,subcategory,p75_valance,min_dihedral_angle,num_duplicated_faces,link,p25_valance,max_area,min_area,p95_area,solid,p90_valance,z_min,ave_valance,ave_aspect_ratio,p75_dihedral_angle,num_self_intersections,author,num_faces,p75_area,median_area,img_file,p90_dihedral_angle,json_file,p95_valance
['stonehenge'],0.099153,25.69976043701172,1.88617,133435.0,2012-11-20T17:22:08,Stonehenge ,1,1,,1.59296,models,1.22525,,2801.47,0.127704,7,1.37775,1,6.0,Creative Commons - Attribution,75.0,0.0403334,14141,3.0,100336.stl,1.00001,14,2.999345064163208,,25.705820083618164,34904,,-11.062040328979492,0.0446938,0.0184091,4.43547,51.0699,0.202331,1,-10.927260398864746,15.8496,buildings-and-structures,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/80/14/b4/fd/5d/Stonehenge_SmallStones_X1.stl,5.0,2.43593,4.34e-08,0.246077,1,7.0,1.1667500224700564e-14,5.99406,54.7532,0.0728794,,MakerBot,28254,0.118869,0.0714632,100336.png,0.122185,100336.json,8.0
"['New_Years_Eve', 'noisemaker', 'NYE']",7.38406,-31.146799087524414,2.7307,964.248,2013-12-26T19:46:42,Noisemaker ,1,1,,2.51766,toys-and-games,2.09959,,2569.65,0.688661,1,1.5708,1,5.0,Creative Commons - Attribution,11.0,0.0780926,174,4.0,400235.stl,1.02588,,20.849700927734375,,-30.956899642944336,213343,,106.2520980834961,0.669822,,9.71289,15.7158,28.4701,1,107.02259826660156,15.5723,mechanical-toys,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/eb/17/4f/1e/bd/Gear.stl,5.0,28.4706,0.0914492,28.4703,1,8.0,5.863699913024902,6.0,16.3582,1.5708,,MakerBot,348,5.94607,3.66715,400235.png,1.5708,400235.json,10.0
"['hot_desk', 'low_poly', 'sculptures', 'trees']",139.506,2.7755575615628914e-16,5.7813,10.5627,2015-05-24T13:36:25,Low poly tree sculptures ,1,1,,1.5708,art,1.0,,3348.15,0.698132,1,1.5708,1,5.0,Creative Commons - Attribution - Non-Commercial,6.0,0.523598,14,5.0,1344043.stl,1.0,2,1.52587890625e-05,,5.099999904632568,845449,,-52.5,11.2627,,10.5626,10.5627,267.75,1,-52.5,10.5627,sculptures,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3b/59/3f/48/4f/Tree_2_trunk.stl,5.0,267.75,11.2626,267.75,1,5.7,-4.416725158691406,5.14286,5.78131,1.5708,,francfalco,24,267.75,139.506,1344043.png,1.5708,1344043.json,6.0
"['belt', 'boat', 'experiment', 'Gear', 'mech', 'mechanical', 'motor', 'ooml', 'openscad', 'Plastic_Valley', 'pulleys', 'tech', 'toy', 'UC3M', 'vehicle', 'water']",57.0292,,6.25615,3187960.0,2012-01-09T13:56:29,MotorBoat V8 ,1,1,,1.5708,None,6.254,,25777.2,0.565301,1,1.5708,1,5.0,GNU - GPL,47.0,,224,3.0,51637.stl,1.00986,-2,30.0,,,15644,,,0.376751,,86.3297,1000.38,6.6,1,60.0,294.538,None,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/2d/68/ed/08/5b/suelo.stl,5.0,2700.0,0.0181992,171.88,1,6.0,,6.05357,10543.8,1.5708,,pmarinplaza,452,3.28652,1.02823,51637.png,1.5708,51637.json,6.85
"['printerbot', 'printrbot', '3d_printer', 'GT2', 'lm6uu', 'lm8uu', 'MXL', 'openscad', 'parametric', 'printer', 'reprap', 'vertical-x-axis', 'wallace']",19.1938,-38.25,6.55421,24376400000000.0,2011-12-02T18:08:18,RepRap Wallace ,1,1,1,2.35619,3d-printing,2.18354,,21266.8,0.603841,1,1.5708,1,6.0,GNU - GPL,27.0,,540,3.0,48342.stl,1.00253,-14,8.0,,-10.25,14208,,12.0,1.76665,,14.8045,432.779,41.9057,1,12.0,49.5535,3d-printers,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d1/e8/f0/06/e7/x_carriage.stl,5.0,481.45,,82.4601,,8.0,,6.15556,22020300000.0,1.5708,3,whosawhatsis,1108,15.6956,7.71276,48342.png,1.5708,48342.json,10.0
"['box', 'Cards', 'ccg', 'deck', 'gears', 'magic', 'MTG', 'pinion', 'rack', 'springs', 'steampunk']",1.06829,-12.495970726013184,26.6032,112831000.0,2012-05-11T01:51:43,Non-warping complex deck box with spring ,1,1,,2.55897,toys-and-games,7.30204,,12362.2,0.505432,1,1.5708,1,5.0,Creative Commons - Attribution - Share Alike,121.0,4.35476e-05,5752,3.0,111599.stl,1.00034,-34,2.0948846340179443,,-12.040966033935547,22854,,3.0114643573760986,0.0400541,,90.6924,878.002,2.04348,1,3.2447128295898438,366.807,toy-and-game-accessories,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3a/46/30/41/a4/axleside.stl,5.0,195.03,6.13909e-12,4.42464,1,8.0,-2.9989235401153564,6.03547,57256.8,1.5708,,destroyer2012,11572,0.514353,0.137189,111599.png,1.5708,111599.json,9.0
"['2_materials', '3D', 'dual', 'dualstrusion', 'featured', 'jewelry', 'makerbot', 'openscad', 'parametric', 'reprap', 'ring', 'toy']",0.607709,-15.032999992370605,2.12165,88191500000000.0,2011-09-18T21:19:26,Text Ring ,1,1,,3.14159,None,1.53423,4,2457.58,0.518755,1,1.86437,1,6.0,Attribution - Non-Commercial - Share Alike,21.0,0.151958,2014,3.0,37330.stl,1.00282,-8,3.700000047683716,,-14.932000160217285,11629,,,0.11558,1.15196e-06,6.61671,96.242,1.35499,1,0.8144410252571106,53.2735,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/18/d2/80/8e/6b/makerbot_ring.stl,5.0,5.97645,2.15348e-08,1.91357,,9.0,2.678999900817871,6.02383,23465100000.0,1.27722,12,Griffin_Nicoll,4044,1.06158,0.375138,37330.png,1.66893,37330.json,10.0
"['monocle', 'Thats_Mr_Octopus_to_you']",0.935647,-69.0984878540039,1.56204,6881.84,2012-05-10T15:39:11,Classy Octopus ,1,1,,2.37459,models,1.25883,,19032.9,0.168929,1,0.676417,1,6.0,Creative Commons - Attribution,16.0,0.0672709,10173,3.0,69930.stl,1.00044,2,3.002190113067627,,-68.18457794189453,22818,,-8.130709648132324,0.120536,0.0161212,2.39364,8.13834,2.16846,1,-6.891862869262695,4.64859,creatures,6.0,4.77441e-25,,https://thingiverse-production-new.s3.amazonaws.com/assets/8a/e5/37/54/aa/octopus.stl,6.0,502.159,0.00134398,3.22565,1,6.0,2.686553955078125,5.99882,2.95214,0.165729,,IWorkInPixels,20342,0.941175,0.416804,69930.png,0.362228,69930.json,7.0
"['compost', 'shredder']",7.32437,4.0,10.0138,219973.0,2014-06-07T20:03:12,Compost shredder ,1,1,,1.5708,household,2.42621,,12129.1,0.560136,1,1.5708,1,6.0,Attribution - Non-Commercial - Share Alike,42.0,0.000174099,828,4.0,641140.stl,1.00863,,68.86698150634766,,4.0,356580,,22.367530822753906,2.5656,,10.3002,95.29,12.0231,1,30.37885093688965,28.2476,outdoor-and-garden,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/96/ca/b2/9e/0b/spur_gear_INCH.STL,5.0,167.851,0.00337948,12.5499,1,7.0,64.19406127929688,6.0,496.322,1.5708,,thymark,1656,9.13615,2.56563,641140.png,1.5708,641140.json,9.0
"['atom', 'bohr', 'chemistry', 'customizer', 'electron', 'electron_configuration', 'gimbal', 'periodic_table', 'physics']",0.281707,-17.0,1.30507,528050000000000.0,2013-07-08T14:53:23,Customizable Atom Deluxe (every element preconfigured) ,1,1,,3.14159,learning,1.21229,6,44613.3,0.12011,7,0.102348,1,6.0,Creative Commons - Attribution,139.0,0.0643151,79164,3.0,331753.stl,1.00531,-20,3.0,,-16.863399505615234,114247,,-1.5238699913024902,0.0076202,0.000302481,2.255,17.0429,0.260556,1,,11.4212,physics-and-astronomy,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/3f/bf/04/6d/b5/055_-_Cs_-_Caesium.stl,6.0,53.3487,8.34318e-17,0.875659,,6.0,1.4761300086975098,6.00152,17414300000.0,0.0897026,18,roman_hegglin,158368,0.0158422,0.0130201,331753.png,0.089946,331753.json,6.0
"['606', '608', '624', 'bearing', 'knitting', 'loom', 'yarn']",1.23746,3.361985921859741,6.77607,13377.0,2011-11-21T14:31:48,Printable Wool Winder ,1,1,,1.57092,None,1.89172,,1390.91,0.462374,1,1.57084,1,6.0,Creative Commons - Attribution,54.0,0.0268177,562,4.0,45513.stl,1.05738,,12.0,,3.9905123710632324,13816,,-2.6226831550957286e-07,0.165748,,17.3026,126.286,3.05043,1,0.5069817304611206,45.8995,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ff/ba/9a/d4/fe/drive_cone.stl,5.0,57.735,0.0025338,3.85266,1,7.0,12.0,6.0,95.3439,0.872735,,MatthewLaBerge,1124,1.38737,0.264539,45513.png,1.5708,45513.json,7.0
"['artistic', 'customizer', 'Customizer_Challenge', 'openscad', 'toy']",0.957096,-17.0,1.83383,787337000000000.0,2013-02-01T23:37:31,Customizable Toy Car ,1,1,1,3.14104,toys-and-games,1.24859,2,29775.3,0.298476,9,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,71.0,0.0846225,15501,3.0,125892.stl,1.00039,-54,2.0,,-16.960599899291992,45914,,-26.5,0.0107934,5.26242e-05,9.03186,127.066,1.4272,1,26.5,49.5868,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c0/1c/75/95/48/Mini_Cooper_Single_Build.stl,5.0,1071.7,,2.39053,,8.0,1.373329997062683,6.0209,50627900000.0,0.125838,30,KyroPaul,31110,0.445772,0.113861,125892.png,1.41085,125892.json,9.0
"['3D', 'art', 'cable', 'cable_management', 'holder', 'jewelry', 'makerbot', 'makerbot_upgrade_part', 'ornament', 'robotics', 'supportless', 'universal_joint', 'upgrade', 'useful']",1.1288,21.000228881835938,3.19088,8921.54,2012-07-02T14:38:14,Modular hollow universal joint for cable management accessories pack ,,1,,2.23019,gadgets,1.86736,20,25705.0,0.107619,1,1.33588,,6.0,Attribution - Non-Commercial - Share Alike,12.0,0.00739346,11425,3.0,78222.stl,1.00045,-9,7.120621204376221,96,21.866819381713867,26125,,0.4771377444267273,0.304468,2.27522e-06,3.45734,8.12785,2.98001,1,0.9811432361602783,6.32837,computer,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/7a/90/63/ec/fb/modular_universal_splitter_2_angle_x2.stl,5.0,8.27248,0.00373497,3.70788,,7.0,7.028473854064941,5.98792,10.6863,0.0245562,237,sirmakesalot,22772,1.57169,0.797377,78222.png,0.0535295,78222.json,8.0
,52.3254,-0.3622703552246094,4.46555,8541.42,2014-03-20T20:06:04,Heatwave 3d Printable Typeface ,1,1,,2.67795,art,1.58731,,27627.8,0.77592,1,2.03444,1,6.0,Creative Commons - Attribution,33.0,0.785398,266,3.0,500092.stl,1.01127,2,6.0,,,276836,,-49.79999923706055,4.15503,,14.3379,885.413,160.59,1,-49.075462341308594,254.085,signs-and-logos,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/1a/d4/bb/f3/45/A__rebuilt_.stl,5.0,1290.32,0.262478,229.239,1,7.0,2.0,5.95489,183.368,1.5708,,LorenIPSVM,528,44.2742,11.6692,500092.png,1.5708,500092.json,7.0
"['gears', 'interactive', 'motion', 'snapfit', 'steam-punk', 'steampunk', 'steam_punk']",0.501562,-12.2760009765625,3.03453,6416200.0,2015-02-16T03:26:45,Steampunk cube gears ,1,1,,3.14159,art,1.56042,2,4628.42,0.583276,1,1.61387,1,5.0,Creative Commons - Attribution - Share Alike,105.0,0.063289,4610,3.0,1099670.stl,1.00016,-4,9.022000312805176,,-11.366000175476074,684376,,5.688000202178955,0.025658,0.00392522,9.43824,188.542,1.15923,1,7.696000576019287,46.4269,interactive-art,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/65/ca/90/1b/be/steampunk_gear_cube_small_corner_4.stl,4.0,13.215,1.99995e-06,1.87539,,9.0,7.768000602722168,6.00521,1032.51,1.52924,70,joefe,9228,0.433381,0.131945,1099670.png,1.57695,1099670.json,10.0
"['accessory', 'dual', 'makerbot', 'pen_holder', 'wreck_it_ralph']",2.51462,-4.6800217628479,2.634,9105.92,2013-03-10T06:19:28,Fight The Power Pencil Holder ,1,1,,1.57459,household,1.27213,,15837.1,0.125154,1,0.314034,1,6.0,Creative Commons - Attribution - Share Alike,23.0,0.050691,3149,4.0,151365.stl,1.0012,,93.46621704101562,,-4.610105037689209,59918,,-165.39315795898438,0.111371,1.30317e-05,3.32378,43.5728,5.08675,1,-164.60684204101562,12.6498,decor,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/56/ce/5a/f4/3a/stencil.stl,5.0,219.73,0.000228287,12.3575,1,7.0,93.46621704101562,6.0,19.802,0.190415,,into3D,6298,0.486474,0.253254,151365.png,0.224499,151365.json,8.0
,19.1924,77.29627990722656,5.82691,4916.84,2012-07-03T03:03:56, ELECTRIC SKATE ,1,1,,1.57271,toys-and-games,5.82684,,8367.88,0.587772,1,1.5708,1,5.0,Creative Commons - Attribution,26.0,0.0425162,218,4.0,78328.stl,1.02701,,5.0,,77.29627990722656,26166,,6.465060710906982,0.996466,,11.2743,69.6444,36.1628,1,22.46506118774414,28.6851,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/b1/b2/2f/b0/81/SUPPORT_MOTEUR_2.STL,5.0,1180.24,0.0151919,68.93,1,6.0,0.30000001192092896,6.0,49.7247,1.5708,,FABYUCO,436,16.9762,0.99649,78328.png,1.5708,78328.json,10.0
"['3D', 'arduino', 'duplo', 'engine', 'motor', 'openscad', 'solenoid']",25.7301,-3.944999933242798,30.7682,30.7682,2012-05-08T16:23:14,Printable electric motor ,1,1,,1.5708,hobby,4.67247,,1955.49,0.606272,1,1.5708,1,5.0,Creative Commons - Attribution,21.0,0.314156,40,3.0,68649.stl,3.46926,2,,,-3.751919984817505,22258,,-1.2190699577331543,2.78549,,30.7682,30.7682,46.4826,1,1.2190699577331543,30.7682,diy,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/69/02/f5/f5/0b/axis.stl,5.0,46.4826,0.235378,46.4826,1,5.0,,5.7,19.5296,1.5708,,Berend,76,46.4826,46.4824,68649.png,1.5708,68649.json,6.75
"['3D', 'button', 'featured', 'makerbot']",20.3935,,1.68666,3.14231,2011-10-06T17:34:33,Button Top ,,1,,1.5708,None,1.21562,,8810.0,0.322804,2,1.5708,1,5.0,Creative Commons - Attribution - Share Alike,36.0,3.42839e-07,254,3.0,39585.stl,1.20599,2,-7.492152214050293,72,31.55156898498535,12261,,,4.50984,,2.77212,3.1423,75.2932,1,5.478872776031494,3.1423,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f1/3d/d9/7c/1a/button_tops.stl,4.25,86.4337,2.69931,86.4335,,6.0,-7.492152214050293,5.38583,1.94544,0.174533,109,patchorang,432,14.4606,10.0731,39585.png,1.5708,39585.json,6.0
"['AMAO', 'bear', 'bear__Low_poly']",1.27385,-73.62821197509766,3.01373,51592.1,2015-07-10T13:52:46,Formosan Black Bear ,1,1,,3.14159,art,1.53734,,384.704,0.608367,1,1.5784,1,6.0,Attribution - Non-Commercial - No Derivatives,15.0,0.169866,153,3.0,1452672.stl,1.07292,2,21.16959571838379,,-67.78821563720703,919380,,-76.00695037841797,0.463875,6.44088e-14,7.08907,142.055,2.57502,1,-75.88200378417969,26.685,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/db/fc/de/6b/b1/black_bear-Hand_joints.stl,5.0,9.30216,7.32747e-15,3.34998,1,8.0,20.294178009033203,5.92157,286.418,1.5708,,amaochan,302,1.73567,0.935733,1452672.png,1.5708,1452672.json,9.0
"['120', '120film', '120_film', '6x6', 'believeinfilm', 'camera', 'camera_obscura', 'exposure', 'film', 'lomo', 'lomography', 'medium_format', 'photo', 'photography', 'pinhole', 'schlab', 'schlaboratory', 'schlem', 'shutter', 'tindie', 'toycamera']",1.07229,16.996000289916992,2.51839,18253100.0,2013-10-06T21:06:08,P6*6 120 Pinhole Camera ,1,1,,3.14159,gadgets,1.25366,54,3487.09,1.09989,3,2.93046,,5.0,Creative Commons - Attribution - Non-Commercial,431.0,0.945272,1522,3.0,369989.stl,1.0,-104,-0.0020000000949949026,,26.496002197265625,157844,,2.502000093460083,0.0005451,0.244991,195.559,42706.0,1.84675,1,4.752000331878662,1533.51,camera,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f8/52/b6/f2/07/p66winderassy_2mm.stl,4.0,45.1345,2.86127e-09,4.99477,,12.0,-0.0020000000949949026,6.40999,42829.0,1.7115,5808,schlem,3252,1.05384,0.180247,369989.png,2.56468,369989.json,12.0
"['chain', 'drive_chain', 'Gear', 'openscad', 'parametric', 'scad']",0.663219,-17.5,13.7268,3820910.0,2013-08-17T20:42:43,Drive Chain fully parametric ,1,1,,2.5302,tools,6.07858,1032,5714.29,0.431254,18,2.53019,1,5.0,Creative Commons - Attribution - Share Alike,67.0,0.0536126,4344,3.0,270399.stl,1.04771,36,3.5,,-17.5,135238,,8.399999618530273,0.0486161,,62.6428,148.296,0.938923,1,9.899999618530273,62.8551,parts,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c4/19/8e/8c/74/example_1.stl,5.0,36.2241,3.6296e-05,1.44436,,6.0,-1.8651699379857584e-15,5.95028,2939.26,0.611398,9972,peanut,8616,0.52224,0.22279,270399.png,1.5708,270399.json,6.0
"['hypotrochoid', 'spirograph', 'toy']",2.18043,-0.3275146484375,2.60284,33056900.0,2014-02-17T20:00:02,41 Piece Spirograph ,1,1,2,1.5708,toys-and-games,2.21468,8,5058.59,0.601512,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,22.0,,1140,3.0,462532.stl,1.00526,-20,1.5590519905090332,,0.111907958984375,252162,,51.78938293457031,0.248903,,17.6318,433.628,4.27379,1,52.24205780029297,142.302,,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c3/60/84/52/4c/OddGear3mm.stl,5.0,83.9028,,7.78267,,8.0,-1.4409420490264893,6.10526,35361.1,1.5708,12,Hercemer,2320,1.81695,0.946512,462532.png,1.5708,462532.json,9.0
"['3D_printing', 'b', 'flat', 'instrument', 'trumpet', 'valve']",0.169583,11.98327922821045,1.50592,7520910.0,2015-02-01T17:29:14,Printable Trumpet ,1,1,1,3.10902,hobby,1.3919,4,18517.8,0.0675227,2,0.323752,1,6.0,Creative Commons - Attribution - Non-Commercial,14.0,0.0166594,54598,3.0,1064680.stl,1.0,,2.631883382797241,,12.175113677978516,662115,,38.35007095336914,0.0688487,1.5307e-05,1.68949,2.4459,0.136868,1,38.78840637207031,2.14948,music,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d6/2f/50/fc/45/TMPT_LeadCurveSupported.stl,6.0,16.3726,,0.152099,,6.0,2.517784833908081,6.0,128.655,0.0461878,998,LtDan,109196,0.1013,0.0839423,1064680.png,0.122568,1064680.json,7.0
,3.15277,5.0,5.93597,22.8588,2013-01-22T22:11:25,Race Car ,1,1,,1.57179,toys-and-games,4.37342,,1380.91,0.542727,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,8.0,0.0424659,219,4.0,121400.stl,4.36592,,4.87172794342041,,5.0,43969,,2.4007890224456787,2.33216,,8.05719,10.9874,4.42334,1,9.129446029663086,10.9874,,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/22/a4/de/19/5e/Wheel.stl,5.0,4.42334,0.801926,4.42334,1,7.0,1.3411610126495361,6.0,6.88138,1.5708,,CentaurDesign,438,4.42333,3.20348,121400.png,1.5708,121400.json,7.0
"['art', 'culture_jamming', 'Fat', 'Free_Art_And_Technology', 'public', 'public_art', 'street_art']",16.7392,2.346858024597168,1.50277,25541.5,2012-07-10T16:20:30,subpixel - MakerBot-able ,1,1,,1.88856,art,1.38899,,13257.4,0.706065,1,1.5708,1,6.0,Creative Commons - Attribution - Non-Commercial,35.0,,372,3.0,78896.stl,1.00754,-24,3.0,,10.155240058898926,26330,,-42.9133415222168,2.34,,4.89575,142.301,49.7033,1,-40.03615951538086,24.0143,signs-and-logos,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/14/98/1d/e2/00/subpixel_4_blades_t-o-m.stl,5.0,293.337,0.0185637,94.0671,1,9.0,,6.3871,97.8579,1.5708,,TeamTeamUSA,792,12.3474,4.2075,78896.png,1.5708,78896.json,9.0
"['barspin', 'Daniel_Noree', 'Experimenta', 'Experimental', 'Nylon', 'openrc', 'RC', 'Shocks', 'TopSolid', 'Truggy']",0.437738,-2.990271806716919,1.74129,50283.5,2013-08-17T18:59:15,OpenRC 1:10 car shocks ,,1,,1.57599,hobby,1.45045,,2658.82,0.0869842,1,0.226225,,5.0,Creative Commons - Attribution,75.0,0.00806603,4129,2.0,270323.stl,1.00033,-509,7.0,3202,2.6563680171966553,135209,,0.24139970541000366,0.0333655,6.66139e-16,8.62053,74.9552,0.933102,1,1.8022267818450928,35.1669,rc-vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ad/99/cd/15/d3/Body.A.4.stl,3.0,44.038,6.71951e-05,1.8824,,8.0,7.0,5.18867,53.7509,0.0707396,615,barspin,6074,0.21261,0.0512499,270323.png,0.196299,270323.json,8.0
"['audio', 'box', 'container', 'GhostlyVinyl', 'music', 'musician', 'turntable']",8.6707,17.756654739379883,2.81994,100747.0,2014-11-22T10:48:20,DeskSHELL ,1,1,,3.14159,gadgets,1.35646,7,13179.5,0.547956,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,13.0,3.10226e-14,736,3.0,904481.stl,1.00681,-24,5.0,,22.724515914916992,558579,,50.76175308227539,1.96209,8.97468e-17,5.65728,79.6605,24.5782,1,55.26457214355469,23.9126,audio,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ca/a0/1e/6c/09/Deskshell_Base.stl,5.0,48.1961,3.07168e-16,28.5266,,8.0,3.0,6.19565,280.626,1.5708,21,M600,1520,10.3277,5.88628,904481.png,1.5708,904481.json,9.0
"['3D', 'costume', 'halloween', 'makerbot', 'replica', 'sith', 'star_wars', 'trick-or-treat']",111.19,-94.21428680419922,2.60144,2.60144,2012-10-27T04:36:47,Darth Vader - Chest plate and Belt ,1,1,,1.5708,fashion,1.20711,,1334.28,1.0472,1,1.5708,1,4.5,Creative Commons - Attribution - Share Alike,5.0,1.5708,8,4.0,95807.stl,1.20711,2,-5.6399328803925005e-15,,-72.70437622070312,33214,,153.42811584472656,51.1159,,2.60144,2.60144,231.338,1,153.42811584472656,2.60144,costume,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/60/c6/2c/a0/9c/Darth_Vador_Base_Plate_-_color_button_base.stl,4.0,231.338,51.1159,231.338,1,5.0,-4.752780437469482,4.5,2.13666,1.5708,,ajolivette,12,231.338,51.1159,95807.png,1.5708,95807.json,5.0
"['assembly', 'gears', 'mechanical', 'openscad', 'planetary', 'replicator', 'tech']",0.404825,-36.43519973754883,3.65452,31756000000.0,2012-05-14T19:25:03,Tiny Planetary Gears Set ,1,1,,3.14159,toys-and-games,1.49227,20,10935.9,0.544895,15,1.5708,1,6.0,Creative Commons - Public Domain Dedication,63.0,0.129028,13505,3.0,70563.stl,1.00022,-2,3.0,,-36.39970016479492,23030,,-2.198240041732788,0.0412223,8.9081e-06,16.6981,3035.7,0.991233,1,-1.2472000122070312,381.49,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/a8/c8/fe/e2/21/1_to_3_stages_kit.stl,5.0,8.35339,5.85e-10,1.49604,,8.0,,6.00089,2613380.0,1.33021,108,aubenc,27014,0.547371,0.246952,70563.png,1.5708,70563.json,9.0
"['hypotrochoid', 'spirograph', 'toy']",1.39605,-65.77716064453125,2.60296,646993.0,2014-02-17T20:00:02,41 Piece Spirograph ,1,1,,1.5708,toys-and-games,2.09634,,3115.98,0.56873,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,15.0,,1094,3.0,462539.stl,1.07295,-22,1.5590519905090332,,-65.04901123046875,252162,,-58.29939270019531,0.248887,,12.5445,384.982,2.36642,1,-57.032379150390625,115.082,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f5/5d/a7/f0/c4/OddGear4mm.stl,6.0,18.3936,0.00301486,7.67983,1,7.0,-1.4409420490264893,6.12066,2781.58,1.5708,,Hercemer,2232,1.6421,0.33536,462539.png,1.5708,462539.json,8.0
"['canning', 'household', 'jar', 'kitchen', 'lid', 'mason', 'openscad', 'sprout', 'sprouter', 'useful']",1.18824,-37.5,7.43035,1035950000000000.0,2012-08-17T01:28:44,Canning Jar Sprouting Lid ,1,,9,3.14159,household,6.95225,307,19311.3,0.218817,1,1.5708,,6.0,Creative Commons - Attribution,129.0,0.0354344,7980,3.0,84130.stl,1.00612,-142,17.0,,-37.473758697509766,28429,4,-0.09793800115585327,0.106186,2.00628e-06,7.8639,348.85,2.44604,,,42.5857,kitchen-and-dining,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/76/44/07/59/f5/regular_mouth_jar_sprouter.stl,6.0,153.933,,8.25455,,7.0,1.5333770513534546,6.10877,279683000000.0,0.063817,18675,AlexEnglish,16252,0.189263,0.115153,84130.png,1.31517,84130.json,9.0
"['pyramid', 'toy']",186.088,-20.046279907226562,1.47881,741.78,2012-08-23T16:30:01,Split Pyramid ,1,1,,2.18773,toys-and-games,1.26811,,14887.1,0.767154,4,2.18589,1,5.0,Creative Commons - Attribution - Share Alike,7.0,0.000644351,48,3.0,85770.stl,1.0,8,31.212310791015625,,-0.9383506774902344,29082,,14.548620223999023,0.84052,5.3206e-07,44.9779,638.387,419.495,1,36.52790069580078,369.219,puzzles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/db/e7/9e/10/aa/Split_Pyramid.STL,4.0,627.97,0.000837836,430.795,1,6.3,0.10331050306558609,5.0,109.373,1.5708,,AdanA,80,323.913,142.493,85770.png,1.91054,85770.json,7.0
['openscad'],0.820234,-24.986600875854492,2.79209,5295580000.0,2012-09-28T18:45:33,Decorating Spheres ,1,1,,3.12571,art,1.40451,,11307.7,0.415179,1,1.93614,1,6.0,Creative Commons - Attribution,125.0,0.0325386,6895,3.0,91353.stl,1.00039,2,20.56995964050293,,-24.8262996673584,31343,,-0.16333900392055511,0.131083,0.000123785,10.0244,796.166,1.64968,1,1.2289899587631226,69.7449,math-art,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/6f/81/da/26/1f/dodecahedron_on_sphere.stl,5.0,26.3269,1.36196e-07,2.37887,,8.0,18.327550888061523,5.99826,1301930.0,0.29249,48,pmoews,13786,1.12998,0.533266,91353.png,1.68243,91353.json,9.0
